State,Action,Q_Value
[[-0.95693934  0.43218066  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.36089906  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.37913389  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.46367718  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.53937935  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.5327485   0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.47638631  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.29845859  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.33824367  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.42720753  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.48135944  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.45538863  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.46699261  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.45262577  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.5045674   0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.54379991  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.57142844  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.56977073  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.54490505  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.51561882  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.53993192  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.46201947  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.49683142  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.59905697  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.49241085  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.41891897  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.18297135  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.30840486  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.32884997  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.34929508  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.57695415  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.69907224  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.59021584  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.47307088  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.4371538   0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.44102179  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.53882678  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.44544236  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.21723072  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.26033122  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.25370038  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.24430668  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.25314781  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.40676242  0.99667651]],0,[-0.02864964 -0.02053162 -0.02720601]
[[-0.95693934  0.36034649  0.99667651]],0,0.0
[[-0.95693934  0.36034649  0.99667651]],1,0.0
[[-0.95693934  0.36034649  0.99667651]],2,0.0
[[ 1.04680626  0.30343173 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.25149009 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.2288347  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.1481594  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.12163602 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.07245724 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.18628677 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.20175875 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.13213486 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.1575531  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.20010103 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.22386157 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.25812094 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.18241878 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.12108345 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.13213486 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.32608712 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.28298662 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.1050589  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.0580904  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.02383103 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.00172821 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.0862715  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.41118298 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.40068414 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.40344699 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.43660123 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.51119825 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.04980184 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.08226252 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.06955339 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.11099618 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.09110364 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.24637597 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.33644497 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.32870898 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.31102672 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.29334446 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.24913882 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.38230832 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.37567748 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.26184794 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.2458234  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.19388177 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.19774976 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.16072753 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.15630697 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.18559321 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.15078126 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.10989104 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.08723565 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.08502537 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.30108045 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.13807214 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.11873217 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.13365158 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.15133383 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.17288409 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.08502537 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.07121111 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.07728938 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.01540148 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.0375043  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.16183267 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.19111891 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.08834079 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.15962239 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.17509437 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.17564694 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.1745418  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.49613786 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.4596682  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.497243   -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.48011331 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.46740419 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.54200121 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.49558528 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.37457234 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.40164829 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.3883866  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.38451861 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.36075807 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.17785722 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.19830233 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.14912355 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.18614578 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.21156402 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.17840979 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.28781876 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.11320647 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.11873217 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.09994477 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.09276136 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.13088872 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.15685954 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.12315274 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.11154875 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.1800675  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.16901609 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626 -0.00435007 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.13710799 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.07411495 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.04648642 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.07466752 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.09179721 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.00670134 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.06472125 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.05035442 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.10837432 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.15644796 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.19236505 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.30122144 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.13766056 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.1199783  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.13047714 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.15700053 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.13379257 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.1050589  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.18518163 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.14539655 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.1105846  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.09842805 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.13600285 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.22938727 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.32884997 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.25812094 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.27635577 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.28409176 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.2945906  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.30066887 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.27304035 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.28906489 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.24706953 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.22496671 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.15700053 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.00780648 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.16307881 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.21999357 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.21281016 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.16805194 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.20396903 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.28906489 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.21833586 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.00780648 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.0299093  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.12660915 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.07466752 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.09400749 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.07964065 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.21667815 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.22275643 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.22993984 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.25314781 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.28077633 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.27746091 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.3282974  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.30177401 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.2813289  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.3001163  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.29293289 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.26419922 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.33934881 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.31006257 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.25038495 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.31227285 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.43052295 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.47583374 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.57363872 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.54656277 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.54877305 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.56258731 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.5703233  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.40786756 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.7653807  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.81842748 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.82561089 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.8178749  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.75653957 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.88197309 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.77808983 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.76593327 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.78472067 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.78858867 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.75267158 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.67033857 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.70017738 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.69907224 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.7465933  -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.77256412 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.72891105 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.62060722 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.66812829 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.70570308 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.69354653 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.71951735 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.68967854 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.76648584 -1.01955791]],0,0.0
[[ 1.04680626  0.76648584 -1.01955791]],1,0.0
[[ 1.04680626  0.76648584 -1.01955791]],2,0.0
[[ 1.04680626  0.87644738 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.82284804 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.83058403 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.78030011 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.78969381 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.62613292 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.48633258 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.47583374 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.43439095 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.43383837 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.55043076 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.48522744 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.47141317 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.49075314 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.50069941 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.489648   -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.55761418 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.50014684 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.38742245 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.41118298 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.38576474 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.36310934 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.21115244 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
[[ 1.04680626  0.30785229 -1.01955791]],0,[-0.02864964 -0.02053162 -0.02720601]
